CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50180734,VISIT SICILY NYC,Manhattan,86,EAST    7 STREET,10003.0,3475955074,Italian,02/18/2026,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,29.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.72714538876,-73.98618522178,103.0,2.0,3800.0,1006283.0,1004480027.0,MN22,POINT (-73.986185221784 40.727145388761)
50142911,PATIS BAKERY,Brooklyn,266,KINGSTON AVENUE,11213.0,2127489364,Jewish/Kosher,12/22/2023,Violations were cited in the following area(s).,03I,"Juice packaged on premises with no or incomplete label, no warning statement",Critical,23.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.67046304089,-73.94210601318,308.0,35.0,33900.0,3032469.0,3012570080.0,BK61,POINT (-73.942106013182 40.670463040889)
50011009,JACQUELINE'S BAKERY RESTAURANT,Bronx,1579,WESTCHESTER AVENUE,10472.0,9173244753,Bakery Products/Desserts,04/14/2022,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,0.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.82894317398,-73.87653836353,209.0,17.0,5400.0,2025283.0,2037750001.0,BX08,POINT (-73.876538363534 40.828943173981)
50164404,HEYTEA,Manhattan,128,2 AVENUE,10003.0,6463988531,Coffee/Tea,04/28/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,35.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.72841914149,-73.98778330203,103.0,2.0,3800.0,1006312.0,1004490006.0,MN22,POINT (-73.987783302025 40.728419141492)
50102250,XOXO KITCHEN & BAKERY,Queens,883,CYPRESS AVENUE,11385.0,5189307739,American,08/05/2022,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.69936542047,-73.90492381155,405.0,34.0,55300.0,4085863.0,4035600001.0,QN20,POINT (-73.904923811553 40.69936542047)
50159264,Peter's Restaurant,Brooklyn,10013,FOSTER AVENUE,11236.0,3474624219,Spanish,10/22/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,43.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.64988669182,-73.90329362663,318.0,42.0,109800.0,3228737.0,3081330001.0,BK82,POINT (-73.903293626631 40.649886691815)
41231076,MAMA LETI'S CAFE,Queens,40-07,JUNCTION BOULEVARD,11368.0,7184763497,Latin American,01/16/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,18.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.74888986088,-73.86925972806,404.0,21.0,37500.0,4040221.0,4016050067.0,QN26,POINT (-73.869259728057 40.748889860877)
50006345,CAFE 2,Manhattan,11,WEST   53 STREET,10019.0,2123331299,American,06/25/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11.0,A,06/25/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.76099510847,-73.97720066494,105.0,4.0,10400.0,1081128.0,1012690020.0,MN17,POINT (-73.977200664943 40.760995108468)
40557912,KISMAT INDIAN CUISINE,Manhattan,603,FORT WASHINGTON AVENUE,10040.0,2127958633,Indian,01/30/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,64.0,,,04/15/2026,Cycle Inspection / Compliance Inspection,40.85523458489,-73.93685115361,112.0,10.0,27300.0,1084212.0,1021797501.0,MN35,POINT (-73.936851153613 40.855234584885)
50119663,MOMO ASHI,Queens,147-05,45 AVENUE,11355.0,5186573505,Coffee/Tea,12/12/2024,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,52.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.75552615309,-73.81499612608,407.0,20.0,118900.0,4121969.0,4054060047.0,QN52,POINT (-73.814996126083 40.755526153094)
50093907,NUEVO LATINO RESTAURANTE,Queens,96-38,CORONA AVENUE,11368.0,9174403564,Latin American,09/03/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,27.0,B,09/03/2025,04/15/2026,Cycle Inspection / Re-inspection,40.74237383048,-73.86690882247,404.0,25.0,41100.0,4046397.0,4018780016.0,QN25,POINT (-73.866908822474 40.742373830484)
50048693,MCDONALD'S,Queens,216-07,LINDEN BOULEVARD,11411.0,5162560200,Hamburgers,09/26/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,09/26/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.69614501165,-73.74336087373,413.0,27.0,59800.0,4576020.0,4113170009.0,QN33,POINT (-73.743360873728 40.696145011648)
50005710,SOJU HAUS,Manhattan,315,5 AVENUE,10016.0,2122132177,Korean,11/05/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,11/05/2025,04/15/2026,Cycle Inspection / Re-inspection,40.74699544871,-73.9855964296,105.0,4.0,7400.0,1017004.0,1008610075.0,MN17,POINT (-73.985596429598 40.746995448707)
50059659,KING OF FALAFEL & SHAWARMA,Queens,30-15,BROADWAY,11106.0,7183408068,Mediterranean,09/06/2022,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,09/06/2022,04/15/2026,Cycle Inspection / Re-inspection,40.76225530466,-73.9259801622,401.0,22.0,6100.0,4007511.0,4005890002.0,QN70,POINT (-73.925980162202 40.762255304659)
50072907,MILK N' HONEY,Manhattan,12,EAST   46 STREET,10017.0,2127644400,Jewish/Kosher,01/25/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,28.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.75573362951,-73.97835750899,105.0,4.0,9400.0,1035397.0,1012810062.0,MN17,POINT (-73.978357508989 40.755733629507)
41553996,SOL DE QUITO,Brooklyn,189,IRVING AVENUE,11237.0,7184174174,Latin American,04/27/2022,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.70172309903,-73.91912665392,304.0,37.0,44300.0,3074525.0,3032700007.0,BK77,POINT (-73.919126653917 40.70172309903)
41569188,EMPIRE CHINESE RESTAURANT ZHENG,Bronx,103,FEATHERBED LANE,10452.0,7182941088,Chinese,08/12/2025,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,11.0,A,08/12/2025,04/15/2026,Cycle Inspection / Re-inspection,40.84620926906,-73.91841538136,205.0,14.0,21502.0,2008812.0,2028760045.0,BX36,POINT (-73.918415381362 40.846209269056)
50105500,LE PAIN QUOTIDIEN,Manhattan,1270,1 AVENUE,10065.0,2129885001,French,04/02/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76545804144,-73.95769420711,108.0,5.0,11600.0,1045574.0,1014630003.0,MN31,POINT (-73.957694207106 40.765458041436)
50000153,THE BEST OF NEW YORK FOOD,Manhattan,150,WATER STREET,10005.0,3474218799,American,12/29/2022,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,50.0,C,12/29/2022,04/15/2026,Cycle Inspection / Re-inspection,40.70598937696,-74.00624334356,101.0,1.0,700.0,1000880.0,1000390012.0,MN25,POINT (-74.006243343561 40.705989376961)
41055922,"DUNKIN',' BASKIN ROBBINS",Queens,100-09,ASTORIA BOULEVARD,11369.0,7184784443,Donuts,01/28/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,01/28/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.76195476197,-73.86911124964,403.0,21.0,36700.0,4041277.0,4016580009.0,QN27,POINT (-73.869111249642 40.761954761967)
50139530,RICE PIE,Brooklyn,7006,18 AVENUE,11204.0,6468283240,Chinese,08/07/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,21.0,,,04/15/2026,Pre-permit (Non-operational) / Initial Inspection,40.6161500093,-73.99319959148,311.0,43.0,26000.0,3157282.0,3061710042.0,BK28,POINT (-73.993199591475 40.616150009301)
50072182,DOUBLE CRISPY BAKERY I,Manhattan,230,GRAND STREET,10013.0,2129666929,Chinese,10/15/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,10/15/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.71861813137,-73.99524896159,102.0,1.0,4100.0,1006953.0,1004700064.0,MN24,POINT (-73.995248961592 40.718618131368)
50112026,STARBUCKS,Manhattan,159,COLUMBUS AVENUE,10023.0,9177643602,Coffee/Tea,11/04/2022,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10.0,A,11/04/2022,04/15/2026,Cycle Inspection / Initial Inspection,40.774349043,-73.98100876451,107.0,6.0,15300.0,1028260.0,1011207501.0,MN14,POINT (-73.98100876451 40.774349043002)
50178771,DUNKIN,Brooklyn,1304,AVENUE M,11230.0,7186270667,Donuts,12/04/2025,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,13.0,A,12/04/2025,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.61780989788,-73.96172153196,314.0,44.0,76800.0,3180822.0,3067420002.0,BK43,POINT (-73.961721531959 40.617809897882)
50073861,JOE & THE JUICE,Manhattan,343,AMSTERDAM AVENUE,10024.0,7184165774,"Juice, Smoothies, Fruit Salads",03/14/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,63.0,C,03/14/2024,04/15/2026,Cycle Inspection / Re-inspection,40.7813479278,-73.97962018191,107.0,6.0,16100.0,1030169.0,1011480001.0,MN12,POINT (-73.979620181908 40.781347927802)
50107980,SAAR,Manhattan,241,WEST   51 STREET,10019.0,6466092142,Indian,01/19/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,54.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76240437752,-73.9844271026,105.0,3.0,13100.0,1024816.0,1010230006.0,MN17,POINT (-73.984427102603 40.762404377523)
50112862,LULU'S PIZZA,Queens,91-18,59 AVENUE,11373.0,5164992570,Pizza,06/10/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73394246129,-73.86978350728,404.0,25.0,68300.0,4559042.0,4018610001.0,QN29,POINT (-73.869783507284 40.733942461293)
50151724,CROWN ONE BANQUET,Queens,34-20,LINDEN PLACE,11354.0,7187990568,Chinese,12/20/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,42.0,Z,12/20/2025,04/15/2026,Pre-permit (Operational) / Re-inspection,40.76627512637,-73.83133781555,407.0,20.0,86900.0,4112007.0,4049500018.0,QN22,POINT (-73.831337815549 40.766275126368)
50124736,KING HUMMINGBIRD,Bronx,3377,BOSTON ROAD,10469.0,3474302652,Caribbean,01/07/2025,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,40.0,C,01/07/2025,04/15/2026,Cycle Inspection / Re-inspection,40.87513727672,-73.85121619896,212.0,12.0,38200.0,2059822.0,2047080001.0,BX44,POINT (-73.851216198964 40.875137276716)
50078200,BLUE STRIPES,Manhattan,28,EAST   13 STREET,10003.0,9172658737,Coffee/Tea,06/07/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,35.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.7347874279,-73.99290959403,102.0,2.0,6100.0,1009383.0,1005700019.0,MN23,POINT (-73.992909594027 40.734787427898)
40401445,IHOP,Brooklyn,2101,RALPH AVENUE,11234.0,7182512262,Pancakes/Waffles,07/07/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.62598556216,-73.917932708,318.0,46.0,69601.0,3326929.0,3083440001.0,BK45,POINT (-73.917932708 40.625985562164)
